"","V1"
"2501",9
"2502",7
"2503",16
"2504",9
"2505",9
"2506",17
"2507",16
"2508",10
"2509",4
"2510",16
"2511",19
"2512",10
"2513",16
"2514",12
"2515",9
"2516",17
"2517",9
"2518",7
"2519",9
"2520",12
"2521",1
"2522",12
"2523",16
"2524",19
"2525",4
"2526",2
"2527",12
"2528",19
"2529",12
"2530",2
"2531",2
"2532",10
"2533",10
"2534",2
"2535",4
"2536",9
"2537",17
"2538",16
"2539",13
"2540",10
"2541",8
"2542",9
"2543",2
"2544",19
"2545",19
"2546",9
"2547",9
"2548",9
"2549",9
"2550",9
"2551",9
"2552",9
"2553",4
"2554",4
"2555",4
"2556",9
"2557",16
"2558",16
"2559",2
"2560",6
"2561",16
"2562",4
"2563",9
"2564",9
"2565",16
"2566",20
"2567",16
"2568",16
"2570",19
"2571",2
"2572",1
"2573",19
"2574",16
"2575",19
"2576",12
"2577",2
"2578",2
"2579",1
"2580",9
"2581",12
"2582",16
"2583",2
"2584",16
"2585",9
"2586",3
"2587",2
"2588",9
"2589",2
"2590",1
"2591",16
"2592",1
"2593",7
"2594",1
"2595",2
"2596",10
"2597",1
"2598",9
"2599",9
"2600",9
"2601",6
"2602",19
"2603",9
"2604",2
"2605",19
"2606",2
"2607",17
"2608",19
"2609",9
"2610",2
"2611",17
"2612",20
"2613",2
"2614",16
"2615",12
"2616",9
"2617",17
"2618",9
"2619",1
"2620",5
"2621",2
"2622",19
"2623",5
"2624",1
"2625",1
"2626",2
"2627",16
"2628",2
"2629",12
"2630",9
"2631",2
"2632",12
"2633",2
"2634",9
"2635",2
"2636",9
"2637",12
"2638",19
"2639",9
"2640",12
"2641",1
"2642",2
"2643",19
"2644",19
"2645",12
"2646",9
"2647",2
"2648",12
"2649",1
"2650",12
"2651",6
"2652",12
"2653",9
"2654",12
"2655",5
"2656",2
"2657",7
"2658",12
"2659",2
"2660",2
"2661",20
"2662",6
"2663",1
"2664",9
"2665",12
"2666",2
"2667",1
"2668",1
"2669",2
"2670",12
"2671",2
"2672",12
"2673",9
"2674",19
"2675",16
"2676",6
"2677",9
"2678",2
"2679",12
"2680",1
"2681",2
"2682",12
"2683",12
"2684",1
"2685",1
"2686",17
"2687",9
"2688",2
"2689",12
"2690",9
"2691",12
"2692",16
"2693",6
"2694",1
"2695",1
"2696",12
"2697",12
"2698",1
"2699",1
"2700",1
"2701",19
"2702",16
"2703",13
"2704",6
"2705",1
"2706",2
"2707",2
"2708",9
"2709",1
"2710",2
"2711",6
"2712",19
"2713",1
"2714",19
"2715",9
"2716",1
"2717",2
"2718",1
"2719",1
"2720",9
"2721",5
"2722",16
"2723",2
"2724",16
"2725",2
"2726",9
"2727",9
"2728",2
"2729",1
"2730",12
"2731",1
"2732",16
"2733",19
"2734",2
"2735",2
"2736",12
"2737",13
"2738",1
"2739",9
"2740",12
"2741",9
"2742",20
"2743",12
"2744",1
"2745",12
"2746",2
"2747",9
"2748",9
"2749",2
"2750",2
"2751",1
"2752",1
"2753",19
"2754",6
"2755",9
"2756",9
"2757",2
"2758",2
"2759",12
"2760",12
"2761",2
"2762",19
"2763",2
"2764",12
"2765",17
"2766",19
"2767",19
"2768",2
"2769",14
"2770",12
"2771",4
"2772",9
"2773",19
"2774",18
"2775",1
"2776",2
"2777",2
"2778",6
"2779",17
"2780",9
"2781",9
"2782",2
"2783",12
"2784",12
"2785",5
"2786",12
"2787",9
"2788",12
"2789",9
"2790",9
"2791",9
"2792",16
"2793",12
"2794",12
"2796",1
"2797",20
"2798",20
"2799",2
"2800",20
"2801",17
"2802",3
"2803",7
"2804",2
"2805",19
"2806",17
"2807",16
"2808",12
"2809",20
"2810",7
"2811",9
"2812",16
"2813",20
"2814",20
"2815",5
"2816",2
"2817",20
"2818",6
"2819",20
"2820",7
"2821",9
"2822",12
"2823",9
"2824",19
"2825",2
"2826",20
"2827",19
"2828",6
"2829",6
"2830",4
"2831",9
"2832",9
"2833",20
"2834",20
"2835",9
"2836",5
"2837",2
"2838",10
"2839",20
"2840",9
"2841",20
"2842",16
"2843",11
"2844",9
"2845",20
"2846",20
"2847",16
"2848",5
"2849",9
"2850",16
"2851",12
"2852",6
"2853",19
"2854",9
"2855",16
"2856",20
"2857",2
"2858",9
"2859",20
"2860",20
"2861",16
"2862",10
"2863",19
"2864",9
"2865",9
"2866",2
"2867",9
"2868",20
"2869",17
"2870",20
"2871",7
"2872",16
"2873",9
"2874",16
"2875",9
"2876",16
"2877",2
"2878",20
"2879",9
"2880",20
"2881",20
"2882",8
"2883",20
"2884",19
"2885",20
"2886",2
"2887",20
"2888",20
"2889",19
"2890",6
"2891",5
"2892",16
"2893",1
"2894",10
"2895",10
"2896",9
"2897",9
"2898",20
"2899",9
"2900",20
"2901",16
"2902",9
"2903",5
"2904",19
"2905",20
"2906",15
"2907",9
"2908",9
"2909",2
"2910",9
"2911",9
"2912",9
"2913",19
"2914",19
"2915",20
"2916",12
"2917",2
"2919",6
"2920",12
"2921",5
"2922",16
"2923",2
"2924",9
"2925",7
"2926",6
"2927",9
"2928",7
"2929",1
"2930",9
"2931",7
"2932",9
"2933",9
"2934",9
"2935",20
"2936",12
"2937",5
"2938",7
"2939",1
"2940",15
"2941",9
"2942",9
"2943",12
"2944",19
"2945",6
"2946",9
"2947",19
"2948",17
"2949",2
"2950",2
"2951",12
"2952",12
"2953",7
"2954",12
"2955",9
"2956",18
"2957",7
"2958",1
"2959",2
"2961",6
"2962",7
"2963",9
"2964",8
"2965",1
"2966",12
"2967",9
"2968",2
"2969",9
"2970",17
"2971",5
"2972",17
"2973",14
"2974",2
"2975",17
"2976",1
"2977",9
"2978",9
"2979",19
"2980",9
"2981",1
"2982",9
"2983",17
"2984",9
"2986",4
"2987",12
"2988",3
"2989",2
"2990",19
"2991",4
"2992",9
"2993",12
"2994",12
"2995",12
"2996",4
"2997",2
"2998",12
"2999",9
"3000",2
"3001",19
"3002",2
"3003",17
"3004",9
"3005",2
"3006",12
"3007",9
"3008",5
"3009",1
"3010",11
"3011",5
"3012",20
"3013",1
"3014",12
"3015",19
"3016",16
"3017",9
"3018",17
"3019",16
"3020",17
"3021",1
"3022",17
"3023",1
"3024",1
"3025",5
"3026",17
"3027",1
"3028",2
"3029",12
"3030",12
"3031",19
"3032",2
"3034",7
"3035",5
"3036",1
"3037",4
"3038",16
"3039",2
"3040",6
"3041",13
"3042",15
"3043",2
"3044",16
"3045",5
"3046",7
"3047",9
"3048",9
"3049",7
"3050",7
"3051",16
"3052",12
"3053",19
"3054",1
"3055",1
"3056",9
"3057",12
"3058",3
"3059",18
"3060",7
"3061",7
"3062",7
"3063",7
"3064",9
"3065",5
"3066",12
"3067",12
"3068",12
"3069",2
"3070",18
"3071",15
"3072",7
"3073",7
"3074",19
"3075",7
"3076",13
"3077",12
"3078",7
"3079",3
"3080",7
"3081",3
"3082",17
"3083",15
"3084",3
"3085",19
"3086",12
"3087",5
"3088",6
"3089",3
"3090",13
"3091",10
"3092",13
"3093",10
"3094",3
"3095",12
"3096",15
"3097",12
"3098",19
"3099",12
"3100",13
"3101",7
"3102",6
"3103",10
"3104",7
"3105",12
"3106",9
"3107",12
"3108",7
"3109",9
"3110",20
"3111",5
"3112",10
"3113",3
"3114",3
"3115",9
"3116",7
"3117",12
"3118",3
"3119",7
"3120",7
"3121",5
"3122",3
"3123",5
"3124",10
"3125",17
"3126",7
"3127",7
"3128",5
"3129",19
"3130",5
"3131",7
"3132",9
"3133",8
"3134",12
"3135",5
"3136",1
"3137",3
"3138",12
"3139",12
"3140",3
"3141",12
"3142",12
"3143",7
"3144",7
"3145",7
"3146",17
"3147",1
"3148",3
"3149",7
"3150",7
"3151",5
"3152",9
"3153",1
"3154",7
"3155",5
"3156",7
"3157",13
"3158",17
"3159",6
"3160",18
"3161",2
"3162",12
"3163",2
"3164",2
"3165",9
"3166",12
"3167",6
"3168",7
"3169",5
"3170",10
"3171",9
"3172",5
"3173",17
"3174",13
"3175",12
"3176",12
"3177",5
"3178",7
"3179",20
"3180",19
"3181",17
"3182",10
"3183",7
"3184",10
"3185",16
"3186",7
"3187",5
"3188",7
"3189",15
"3190",12
"3191",7
"3192",13
"3193",18
"3194",17
"3195",17
"3196",7
"3197",7
"3198",6
"3199",7
"3200",12
"3201",10
"3202",6
"3203",2
"3204",7
"3205",10
"3206",7
"3207",10
"3208",12
"3209",7
"3210",7
"3211",19
"3212",12
"3213",5
"3214",7
"3215",3
"3216",1
"3217",12
"3218",19
"3219",12
"3220",10
"3221",6
"3222",5
"3223",7
"3224",3
"3225",7
"3226",1
"3227",13
"3228",7
"3229",17
"3230",7
"3231",6
"3232",13
"3233",7
"3234",6
"3235",9
"3236",14
"3237",7
"3238",13
"3239",9
"3240",12
"3241",5
"3242",12
"3243",9
"3244",7
"3245",7
"3246",7
"3247",10
"3248",6
"3249",2
"3250",7
"3251",7
"3252",7
"3253",7
"3254",18
"3255",18
"3256",15
"3257",10
"3258",7
"3259",7
"3260",12
"3261",7
"3262",12
"3263",16
"3264",7
"3265",7
"3266",9
"3267",11
"3268",7
"3269",18
"3270",16
"3271",6
"3272",20
"3273",19
"3274",7
"3275",12
"3276",9
"3277",5
"3278",13
"3279",7
"3280",9
"3281",2
"3282",12
"3283",3
"3284",9
"3285",9
"3286",12
"3287",7
"3288",7
"3289",7
"3290",2
"3291",6
"3292",6
"3293",16
"3294",9
"3295",2
"3296",2
"3297",2
"3298",3
"3299",12
"3300",12
"3301",10
"3302",7
"3303",7
"3304",7
"3305",7
"3306",19
"3307",9
"3308",19
"3309",7
"3310",7
"3311",7
"3312",7
"3313",12
"3314",12
"3315",9
"3316",12
"3317",12
"3318",16
"3319",12
"3320",7
"3321",10
"3322",9
"3323",12
"3324",7
"3325",6
"3326",9
"3327",15
"3328",9
"3329",7
"3330",16
"3331",15
"3332",7
"3333",9
"3334",12
"3335",16
"3336",2
"3337",3
"3338",2
"3339",2
"3340",12
"3341",16
"3342",12
"3343",7
"3344",7
"3345",7
"3346",7
"3347",12
"3348",7
"3349",16
"3350",12
"3351",9
"3352",6
"3353",7
"3354",17
"3355",9
"3356",4
"3357",19
"3358",20
"3359",7
"3360",10
"3361",9
"3362",13
"3363",16
"3364",7
"3365",9
"3366",9
"3367",7
"3368",19
"3369",7
"3370",7
"3371",7
"3372",2
"3373",7
"3374",9
"3375",3
"3376",11
"3377",12
"3378",9
"3379",6
"3380",9
"3381",9
"3382",6
"3383",7
"3384",13
"3385",5
"3386",7
"3387",9
"3388",13
"3389",6
"3390",12
"3391",13
"3392",17
"3393",7
"3394",5
"3395",3
"3396",9
"3397",5
"3398",17
"3399",9
"3400",12
"3401",7
"3402",19
"3403",19
"3404",5
"3405",18
"3406",10
"3407",6
"3408",6
"3409",6
"3410",12
"3411",12
"3412",2
"3413",6
"3414",10
"3415",18
"3416",5
"3417",6
"3418",7
"3419",19
"3420",6
"3421",7
"3422",7
"3423",12
"3424",9
"3425",12
"3426",12
"3427",6
"3428",12
"3429",1
"3430",5
"3431",17
"3432",19
"3433",17
"3434",9
"3435",12
"3436",10
"3437",16
"3438",7
"3439",12
"3440",1
"3441",1
"3442",10
"3443",7
"3444",9
"3445",9
"3446",7
"3447",12
"3448",6
"3449",9
"3450",6
"3451",12
"3452",7
"3453",7
"3454",12
"3455",7
"3456",15
"3457",12
"3458",2
"3459",5
"3460",10
"3461",9
"3462",5
"3463",4
"3464",16
"3465",12
"3466",2
"3467",9
"3468",20
"3469",7
"3470",12
"3471",4
"3472",13
"3473",2
"3474",19
"3475",7
"3476",10
"3477",3
"3478",5
"3479",2
"3480",12
"3481",3
"3482",9
"3483",12
"3484",7
"3485",14
"3486",16
"3487",1
"3488",5
"3489",2
"3490",16
"3491",13
"3492",7
"3493",12
"3494",12
"3495",11
"3496",6
"3497",19
"3498",6
"3499",16
"3500",12
"3501",6
"3502",10
"3503",7
"3504",7
"3505",12
"3506",7
"3507",1
"3508",7
"3509",12
"3510",9
"3511",9
"3512",5
"3513",13
"3514",9
"3515",9
"3516",19
"3517",6
"3518",12
"3519",10
"3520",11
"3521",5
"3522",7
"3523",17
"3524",12
"3525",3
"3526",12
"3527",17
"3528",12
"3529",3
"3530",19
"3531",5
"3532",7
"3533",5
"3534",19
"3535",7
"3536",7
"3537",9
"3538",10
"3539",16
"3540",7
"3541",13
"3542",5
"3543",7
"3544",8
"3545",19
"3546",9
"3547",9
"3548",7
"3549",4
"3550",12
"3551",7
"3552",15
"3553",10
"3554",7
"3555",16
"3556",5
"3557",7
"3558",16
"3559",5
"3560",9
"3561",5
"3562",9
"3563",5
"3564",3
"3565",6
"3566",7
"3567",16
"3568",9
"3569",6
"3570",12
"3571",12
"3572",19
"3573",12
"3574",16
"3575",17
"3576",6
"3577",5
"3578",19
"3579",7
"3580",9
"3581",5
"3582",9
"3583",19
"3584",16
"3585",18
"3586",7
"3587",9
"3588",19
"3589",2
"3590",9
"3591",10
"3592",18
"3593",12
"3594",12
"3595",7
"3596",16
"3597",7
"3598",10
"3599",7
"3600",9
"3601",7
"3602",5
"3603",6
"3604",9
"3605",7
"3606",12
"3607",12
"3608",12
"3609",7
"3610",9
"3611",15
"3612",7
"3613",12
"3614",7
"3615",9
"3616",12
"3617",7
"3618",12
"3619",12
"3620",7
"3621",7
"3622",7
"3623",12
"3624",7
"3625",19
"3626",5
"3627",5
"3628",3
"3629",10
"3630",17
"3631",7
"3632",12
"3633",7
"3634",12
"3635",12
"3636",12
"3637",13
"3638",10
"3639",12
"3640",7
"3641",17
"3642",13
"3643",7
"3644",9
"3645",19
"3646",9
"3647",6
"3648",12
"3649",12
"3650",1
"3651",9
"3652",9
"3653",19
"3654",5
"3655",3
"3656",18
"3657",12
"3658",10
"3659",6
"3660",7
"3661",17
"3662",5
"3663",5
"3664",6
"3665",10
"3666",2
"3667",10
"3668",2
"3669",10
"3670",1
"3671",7
"3672",12
"3673",7
"3674",12
"3675",19
"3676",9
"3677",19
"3678",12
"3679",7
"3680",19
"3681",20
"3682",2
"3683",7
"3684",12
"3685",7
"3686",12
"3687",12
"3688",17
"3689",9
"3690",19
"3691",6
"3692",19
"3693",3
"3694",12
"3695",12
"3696",7
"3697",19
"3698",7
"3699",11
"3700",5
"3701",5
"3702",12
"3703",5
"3704",7
"3705",7
"3706",3
"3707",3
"3708",7
"3709",3
"3710",3
"3711",6
"3712",10
"3713",5
"3714",12
"3715",7
"3716",19
"3717",12
"3718",12
"3719",12
"3720",5
"3721",1
"3722",5
"3723",19
"3724",1
"3725",9
"3726",12
"3727",6
"3728",1
"3729",19
"3730",19
"3731",6
"3732",7
"3733",6
"3734",7
"3735",7
"3736",9
"3737",12
"3738",18
"3739",7
"3740",6
"3741",19
"3742",3
"3743",10
"3744",9
"3745",7
"3746",7
"3747",19
"3748",2
"3749",10
"3750",12
"3751",5
"3752",6
"3753",19
"3754",3
"3755",12
"3756",12
"3757",12
"3758",15
"3759",7
"3760",9
"3761",3
"3762",7
"3763",9
"3764",7
"3765",12
"3766",7
"3767",7
"3768",6
"3769",6
"3770",2
"3771",12
"3772",20
"3773",19
"3774",2
"3775",5
"3776",17
"3777",7
"3778",12
"3779",12
"3780",10
"3781",9
"3782",10
"3783",9
"3784",12
"3785",7
"3786",7
"3787",12
"3788",3
"3789",7
"3790",3
"3791",5
"3792",12
"3793",4
"3794",12
"3795",9
"3796",12
"3797",9
"3798",16
"3799",12
"3800",9
"3801",7
"3802",12
"3803",9
"3804",7
"3805",13
"3806",7
"3807",7
"3808",15
"3809",12
"3810",6
"3811",7
"3812",5
"3813",7
"3814",7
"3815",5
"3816",3
"3817",12
"3818",9
"3819",7
"3820",13
"3821",12
"3822",12
"3823",6
"3824",7
"3825",14
"3826",9
"3827",20
"3828",9
"3829",20
"3830",12
"3831",12
"3832",7
"3833",19
"3834",19
"3835",18
"3836",5
"3837",2
"3838",7
"3839",15
"3840",16
"3841",2
"3842",18
"3843",9
"3844",5
"3845",7
"3846",7
"3847",7
"3848",10
"3849",13
"3850",6
"3851",1
"3852",7
"3853",7
"3854",13
"3855",9
"3856",7
"3857",9
"3858",5
"3859",7
"3860",19
"3861",5
"3862",5
"3863",15
"3864",15
"3865",5
"3866",3
"3867",12
"3868",3
"3869",11
"3870",12
"3871",12
"3872",5
"3873",19
"3874",10
"3875",12
"3876",12
"3877",14
"3878",5
"3879",7
"3880",13
"3881",3
"3882",3
"3883",1
"3884",12
"3885",12
"3886",20
"3887",6
"3888",12
"3889",7
"3890",7
"3891",12
"3892",9
"3893",12
"3894",19
"3895",5
"3896",9
"3897",5
"3898",7
"3899",10
"3900",12
"3901",12
"3902",2
"3903",5
"3904",9
"3905",2
"3906",9
"3907",5
"3908",13
"3909",19
"3910",12
"3911",5
"3912",17
"3913",7
"3914",12
"3915",13
"3916",4
"3917",9
"3918",7
"3919",10
"3920",12
"3921",7
"3922",9
"3923",5
"3924",7
"3925",3
"3926",2
"3927",5
"3928",16
"3929",7
"3930",5
"3931",13
"3932",7
"3933",17
"3934",12
"3935",13
"3936",3
"3937",2
"3938",12
"3939",12
"3940",5
"3941",7
"3942",2
"3943",15
"3944",12
"3945",9
"3946",2
"3947",5
"3948",10
"3949",5
"3950",17
"3951",7
"3952",12
"3953",6
"3954",12
"3955",7
"3956",7
"3957",12
"3958",13
"3959",7
"3960",10
"3961",7
"3962",12
"3963",9
"3964",7
"3965",16
"3966",19
"3967",12
"3968",3
"3969",16
"3970",9
"3971",5
"3972",10
"3973",3
"3974",3
"3975",5
"3976",7
"3977",4
"3978",2
"3979",12
"3980",5
"3981",7
"3982",12
"3983",12
"3984",12
"3985",5
"3986",7
"3987",5
"3988",5
"3989",12
"3990",6
"3991",7
"3992",12
"3993",2
"3994",12
"3995",9
"3996",20
"3997",4
"3998",16
"3999",12
"4000",10
"4001",9
"4002",12
"4003",7
"4004",6
"4005",12
"4006",1
"4007",19
"4008",7
"4009",7
"4010",7
"4011",10
"4012",7
"4013",7
"4014",12
"4015",12
"4016",2
"4017",9
"4018",16
"4019",13
"4020",6
"4021",5
"4022",16
"4023",9
"4024",16
"4025",5
"4026",1
"4027",12
"4028",11
"4029",12
"4030",13
"4031",12
"4032",13
"4033",1
"4034",12
"4035",19
"4036",6
"4037",12
"4038",3
"4039",12
"4040",18
"4041",3
"4042",9
"4043",9
"4044",10
"4045",1
"4046",1
"4047",5
"4048",1
"4049",7
"4050",3
"4051",10
"4052",7
"4053",6
"4054",7
"4055",19
"4056",16
"4057",7
"4058",2
"4059",12
"4060",5
"4061",16
"4062",2
"4063",7
"4064",7
"4065",12
"4066",12
"4067",1
"4068",6
"4069",7
"4070",16
"4071",9
"4072",12
"4073",5
"4074",13
"4075",12
"4076",4
"4077",9
"4078",12
"4079",16
"4080",12
"4081",7
"4082",7
"4083",12
"4084",9
"4085",7
"4086",19
"4087",16
"4088",15
"4089",5
"4090",7
"4091",10
"4092",7
"4093",7
"4094",12
"4095",19
"4096",7
"4097",12
"4098",6
"4099",12
"4100",7
"4101",7
"4102",12
"4103",9
"4104",12
"4105",12
"4106",2
"4107",9
"4108",12
"4109",6
"4110",18
"4111",6
"4112",12
"4113",12
"4114",7
"4115",7
"4116",19
"4117",7
"4118",19
"4119",12
"4120",16
"4121",16
"4122",1
"4123",13
"4124",12
"4125",6
"4126",14
"4127",7
"4128",7
"4129",12
"4130",2
"4131",12
"4132",3
"4133",1
"4134",9
"4135",19
"4136",7
"4137",7
"4138",1
"4139",12
"4140",17
"4141",2
"4142",7
"4143",9
"4144",13
"4145",19
"4146",5
"4147",13
"4148",12
"4149",10
"4150",20
"4151",15
"4152",7
"4153",15
"4154",2
"4155",12
"4156",12
"4157",12
"4158",3
"4159",13
"4160",3
"4161",7
"4162",12
"4163",7
"4164",7
"4165",15
"4166",2
"4167",10
"4168",16
"4169",3
"4170",2
"4171",5
"4172",3
"4173",9
"4174",12
"4175",12
"4176",13
"4177",5
"4178",7
"4179",7
"4180",12
"4181",7
"4182",15
"4183",3
"4184",7
"4185",5
"4186",5
"4187",15
"4188",6
"4189",1
"4190",7
"4191",9
"4192",12
"4193",5
"4194",9
"4195",7
"4196",12
"4197",6
"4198",7
"4199",12
"4200",12
"4201",16
"4202",12
"4203",12
"4204",9
"4205",3
"4206",12
"4207",7
"4208",7
"4209",6
"4210",7
"4211",5
"4212",12
"4213",20
"4214",9
"4215",12
"4216",5
"4217",15
"4218",19
"4219",5
"4220",5
"4221",3
"4222",12
"4223",5
"4224",15
"4225",6
"4226",13
"4227",12
"4228",17
"4229",3
"4230",12
"4231",3
"4232",13
"4233",7
"4234",5
"4235",13
"4236",7
"4237",16
"4238",10
"4239",5
"4240",7
"4241",19
"4242",3
"4243",9
"4244",7
"4245",12
"4246",12
"4247",12
"4248",6
"4249",6
"4250",16
"4251",12
"4252",15
"4253",6
"4254",12
"4255",7
"4256",12
"4257",5
"4258",16
"4259",12
"4260",6
"4261",5
"4262",4
"4263",12
"4264",12
"4265",5
"4266",13
"4267",2
"4268",7
"4269",15
"4270",7
"4271",7
"4272",10
"4273",7
"4274",9
"4275",5
"4276",7
"4277",6
"4278",7
"4279",5
"4280",7
"4281",12
"4282",12
"4283",12
"4284",12
"4285",13
"4286",7
"4287",15
"4288",5
"4289",17
"4290",7
"4291",12
"4292",6
"4293",5
"4294",16
"4295",3
"4296",12
"4297",5
"4298",12
"4299",7
"4300",12
"4301",3
"4302",9
"4303",6
"4304",2
"4305",19
"4306",12
"4307",2
"4308",9
"4309",9
"4310",3
"4311",13
"4312",9
"4313",12
"4314",7
"4315",3
"4316",6
"4317",12
"4318",7
"4319",12
"4320",9
"4321",9
"4322",1
"4323",19
"4324",19
"4325",7
"4326",12
"4327",5
"4328",12
"4329",1
"4330",10
"4331",2
"4332",7
"4333",19
"4334",7
"4335",3
"4336",9
"4337",12
"4338",19
"4339",6
"4340",12
"4341",12
"4342",10
"4343",5
"4344",5
"4345",7
"4346",3
"4347",7
"4348",6
"4349",7
"4350",9
"4351",12
"4352",5
"4353",12
"4354",12
"4355",5
"4356",3
"4357",3
"4358",12
"4359",7
"4360",15
"4361",16
"4362",12
"4363",12
"4364",7
"4365",3
"4366",12
"4367",7
"4368",17
"4369",3
"4370",12
"4371",3
"4372",12
"4373",2
"4374",4
"4375",5
"4376",2
"4377",19
"4378",10
"4379",12
"4380",16
"4381",5
"4382",5
"4383",19
"4384",12
"4385",19
"4386",12
"4387",9
"4388",15
"4389",3
"4390",12
"4391",12
"4392",7
"4393",7
"4394",7
"4395",12
"4396",12
"4397",7
"4398",11
"4399",15
"4400",7
"4401",3
"4402",12
"4403",9
"4404",7
"4405",5
"4406",2
"4407",7
"4408",9
"4409",5
"4410",1
"4411",6
"4412",12
"4413",10
"4414",9
"4415",12
"4416",12
"4417",10
"4418",18
"4419",7
"4420",12
"4421",7
"4422",7
"4423",3
"4424",7
"4425",7
"4426",12
"4427",19
"4428",3
"4429",16
"4430",11
"4431",6
"4432",12
"4433",9
"4434",15
"4435",10
"4436",10
"4437",7
"4438",19
"4439",3
"4440",7
"4441",6
"4442",12
"4443",12
"4444",3
"4445",13
"4446",6
"4447",9
"4448",5
"4449",9
"4450",12
"4451",12
"4452",12
"4453",16
"4454",16
"4455",9
"4456",9
"4457",12
"4458",9
"4459",7
"4460",12
"4461",16
"4462",3
"4463",12
"4464",12
"4465",6
"4466",12
"4467",7
"4468",12
"4469",7
"4470",6
"4471",19
"4472",5
"4473",12
"4474",12
"4475",13
"4476",12
"4477",12
"4478",12
"4479",12
"4480",12
"4481",3
"4482",3
"4483",4
"4484",9
"4485",7
"4486",9
"4487",19
"4488",7
"4489",12
"4490",12
"4491",2
"4492",12
"4493",2
"4494",1
"4495",6
"4496",12
"4497",12
"4498",18
"4499",12
"4500",12
"4501",19
"4502",3
"4503",5
"4504",5
"4505",2
"4506",2
"4507",9
"4508",7
"4509",12
"4510",7
"4511",12
"4512",12
"4513",2
"4514",12
"4515",9
"4516",12
"4517",19
"4518",7
"4519",12
"4520",9
"4521",7
"4522",10
"4523",9
"4524",12
"4525",12
"4526",10
"4527",5
"4528",12
"4529",12
"4530",17
"4531",12
"4532",9
"4533",12
"4534",12
"4535",19
"4536",7
"4537",12
"4538",7
"4539",12
"4540",7
"4541",3
"4542",2
"4543",6
"4544",9
"4545",7
"4546",12
"4547",9
"4548",12
"4549",10
"4550",17
"4551",9
"4552",6
"4553",6
"4554",6
"4555",12
"4556",6
"4557",6
"4558",12
"4559",12
"4560",12
"4561",12
"4562",12
"4563",16
"4564",6
"4565",12
"4566",12
"4567",5
"4568",7
"4569",2
"4570",7
"4571",4
"4572",7
"4573",5
"4574",12
"4575",12
"4576",16
"4577",12
"4578",12
"4579",2
"4580",12
"4581",17
"4582",12
"4583",2
"4584",13
"4585",7
"4586",3
"4587",2
"4588",6
"4589",12
"4590",12
"4591",5
"4592",2
"4594",7
"4595",3
"4596",13
"4597",13
"4598",7
"4599",2
"4600",12
"4601",5
"4602",2
"4603",7
"4604",17
"4605",7
"4606",12
"4607",7
"4608",7
"4609",5
"4610",7
"4611",5
"4612",7
"4613",8
"4614",7
"4615",2
"4616",19
"4617",7
"4618",7
"4619",16
"4620",2
"4621",7
"4622",20
"4623",12
"4624",7
"4625",12
"4626",16
"4627",4
"4628",8
"4629",16
"4630",16
"4631",12
"4632",16
"4633",16
"4634",5
"4635",5
"4636",12
"4637",12
"4638",12
"4639",6
"4640",2
"4641",7
"4642",12
"4643",6
"4644",17
"4645",17
"4646",13
"4647",7
"4648",6
"4649",1
"4650",13
"4651",7
"4652",12
"4653",7
"4654",12
"4655",12
"4656",17
"4657",7
"4658",7
"4659",2
"4660",7
"4661",18
"4662",6
"4663",3
"4664",12
"4665",7
"4666",5
"4667",13
"4668",7
"4669",7
"4670",12
"4671",2
"4672",7
"4673",2
"4674",18
"4675",7
"4676",7
"4677",12
"4678",12
"4679",13
"4680",12
"4681",6
"4682",6
"4683",7
"4684",5
"4685",2
"4686",7
"4687",7
"4688",2
"4689",7
"4690",19
"4691",7
"4692",2
"4693",19
"4694",7
"4695",12
"4696",6
"4697",5
"4698",7
"4699",17
"4700",7
"4701",19
"4702",17
"4703",19
"4704",6
"4705",6
"4706",18
"4707",5
"4708",12
"4709",12
"4710",12
"4711",19
"4712",12
"4713",18
"4714",12
"4715",10
"4716",5
"4717",2
"4718",7
"4719",5
"4720",7
"4721",12
"4722",7
"4723",17
"4724",2
"4725",10
"4726",2
"4727",6
"4728",12
"4729",5
"4730",7
"4731",7
"4732",7
"4733",7
"4734",7
"4735",7
"4736",6
"4737",13
"4738",6
"4739",10
"4740",12
"4741",7
"4742",7
"4743",5
"4744",12
"4745",20
"4746",12
"4747",7
"4748",10
"4749",7
"4750",6
"4751",9
"4752",2
"4753",7
"4754",6
"4755",7
"4756",10
"4757",7
"4758",7
"4759",13
"4760",19
"4761",2
"4762",7
"4763",7
"4764",12
"4765",7
"4766",12
"4767",7
"4768",12
"4769",10
"4770",12
"4771",5
"4772",2
"4773",7
"4774",6
"4775",16
"4776",12
"4777",12
"4778",19
"4779",7
"4780",6
"4781",6
"4782",12
"4783",12
"4784",12
"4785",12
"4786",12
"4787",7
"4788",5
"4789",7
"4790",12
"4791",2
"4792",12
"4793",7
"4794",16
"4795",12
"4796",12
"4797",9
"4798",12
"4799",2
"4800",12
"4801",12
"4802",7
"4803",2
"4804",7
"4805",13
"4806",7
"4807",19
"4808",12
"4809",16
"4810",5
"4811",16
"4812",2
"4813",16
"4814",7
"4815",7
"4816",7
"4817",2
"4818",17
"4819",7
"4820",16
"4821",6
"4822",3
"4823",7
"4824",14
"4825",2
"4826",12
"4827",12
"4828",12
"4829",12
"4830",7
"4831",16
"4832",7
"4833",6
"4834",16
"4835",2
"4836",16
"4837",7
"4838",16
"4839",16
