"","V1"
"46213",4
"46214",4
"46215",4
"46216",2
"46217",1
"46218",17
"46219",10
"46220",16
"46221",4
"46222",4
"46223",4
"46224",6
"46225",3
"46226",12
"46227",7
"46228",1
"46229",12
"46230",3
"46231",10
"46232",17
"46233",7
"46234",18
"46235",4
"46236",2
"46237",4
"46238",9
"46239",4
"46240",10
"46241",14
"46242",16
"46243",20
"46244",4
"46245",4
"46246",7
"46247",4
"46248",8
"46249",4
"46250",17
"46251",3
"46252",17
"46253",20
"46254",8
"46255",4
"46256",10
"46257",2
"46258",2
"46259",2
"46260",4
"46261",4
"46262",19
"46263",14
"46264",4
"46265",4
"46266",6
"46267",20
"46268",16
"46269",4
"46270",4
"46271",4
"46272",7
"46273",4
"46274",4
"46275",4
"46276",4
"46277",13
"46278",4
"46279",10
"46280",11
"46281",2
"46282",12
"46283",4
"46284",4
"46285",6
"46286",12
"46287",14
"46288",2
"46289",8
"46290",4
"46291",19
"46292",4
"46293",16
"46294",4
"46295",10
"46296",20
"46297",4
"46298",16
"46299",18
"46300",16
"46301",9
"46302",12
"46303",10
"46304",14
"46305",4
"46306",12
"46307",9
"46308",4
"46309",7
"46310",6
"46311",12
"46312",13
"46313",16
"46314",4
"46315",17
"46316",4
"46317",16
"46318",2
"46319",16
"46320",12
"46321",17
"46322",4
"46323",4
"46324",9
"46325",9
"46326",4
"46327",10
"46328",2
"46329",12
"46330",3
"46331",12
"46332",17
"46333",13
"46334",4
"46335",10
"46336",4
"46337",6
"46338",10
"46339",12
"46340",19
"46341",8
"46342",20
"46343",4
"46344",4
"46345",6
"46346",8
"46347",14
"46348",4
"46349",16
"46350",2
"46351",17
"46352",19
"46353",4
"46354",4
"46355",12
"46356",16
"46357",4
"46358",10
"46359",12
"46360",19
"46361",16
"46362",8
"46363",4
"46364",4
"46365",16
"46366",19
"46367",12
"46368",7
"46369",16
"46370",16
"46371",7
"46372",12
"46373",4
"46374",4
"46375",11
"46376",4
"46377",4
"46378",4
"46379",6
"46380",4
"46381",19
"46382",4
"46383",10
"46384",2
"46385",7
"46386",10
"46387",2
"46388",7
"46389",12
"46390",4
"46391",2
"46392",4
"46393",17
"46394",10
"46395",4
"46396",4
"46397",4
"46398",17
"46399",12
"46400",14
"46401",4
"46402",9
"46403",4
"46404",17
"46405",4
"46406",4
"46407",4
"46408",4
"46409",11
"46410",11
"46411",12
"46412",17
"46413",4
"46414",10
"46415",6
"46416",4
"46417",2
"46418",16
"46419",14
"46420",16
"46421",16
"46422",2
"46423",16
"46424",2
"46425",8
"46426",1
"46427",12
"46428",12
"46429",7
"46430",11
"46431",12
"46432",4
"46433",2
"46434",4
"46435",1
"46436",4
"46437",12
"46438",2
"46439",10
"46440",20
"46441",4
"46442",7
"46443",12
"46444",13
"46445",4
"46446",2
"46447",12
"46448",7
"46449",10
"46450",19
"46451",16
"46452",14
"46453",4
"46454",13
"46455",4
"46456",6
"46457",17
"46458",4
"46459",16
"46460",4
"46461",4
"46462",10
"46463",12
"46464",2
"46465",4
"46466",10
"46467",19
"46468",4
"46469",4
"46470",2
"46471",17
"46472",19
"46473",12
"46474",18
"46475",18
"46476",4
"46477",4
"46478",10
"46479",10
"46480",4
"46481",12
"46482",12
"46483",17
"46484",4
"46485",4
"46486",8
"46487",12
"46488",2
"46489",2
"46490",10
"46491",4
"46492",12
"46493",16
"46494",10
"46495",16
"46496",6
"46497",4
"46498",8
"46499",12
"46500",9
"46501",10
"46502",4
"46503",4
"46504",12
"46505",12
"46506",12
"46507",16
"46508",6
"46509",4
"46510",8
"46511",6
"46512",3
"46513",1
"46514",10
"46515",4
"46516",2
"46517",10
"46518",12
"46519",12
"46520",1
"46521",4
"46522",9
"46523",12
"46524",12
"46525",9
"46526",7
"46527",9
"46528",14
"46529",7
"46530",19
"46531",4
"46532",4
"46533",9
"46534",6
"46535",4
"46536",4
"46537",12
"46538",20
"46539",12
"46540",12
"46541",4
"46542",2
"46543",6
"46544",4
"46545",4
"46546",13
"46547",4
"46548",17
"46549",2
"46550",12
"46551",2
"46552",12
"46553",12
"46554",12
"46555",4
"46556",4
"46557",12
"46558",6
"46559",1
"46560",10
"46561",11
"46562",4
"46563",10
"46564",4
"46565",5
"46566",17
"46567",10
"46568",4
"46569",9
"46570",17
"46571",4
"46572",4
"46573",16
"46574",4
"46575",10
"46576",12
"46577",17
"46578",19
"46579",4
"46580",4
"46581",12
"46582",4
"46583",4
"46584",6
"46585",10
"46586",7
"46587",5
"46588",10
"46589",2
"46590",19
"46591",19
"46592",4
"46593",13
"46594",16
"46595",16
"46596",4
"46597",19
"46598",8
"46599",1
"46600",13
"46601",6
"46602",9
"46603",4
"46604",12
"46605",10
"46606",4
"46607",4
"46608",4
"46609",2
"46610",4
"46611",9
"46612",4
"46613",16
"46614",2
"46615",12
"46616",14
"46617",4
"46618",10
"46619",4
"46620",4
"46621",4
"46622",4
"46623",2
"46624",17
"46625",4
"46626",12
"46627",12
"46628",9
"46629",11
"46630",2
"46631",4
"46632",6
"46633",12
"46634",12
"46635",4
"46636",4
"46637",10
"46638",10
"46639",4
"46640",6
"46641",4
"46642",4
"46643",10
"46644",20
"46645",10
"46646",19
"46647",4
"46648",4
"46649",9
"46650",17
"46651",4
"46652",13
"46653",4
"46654",4
"46655",8
"46656",4
"46657",4
"46658",2
"46659",10
"46660",16
"46661",12
"46662",9
"46663",1
"46664",10
"46665",19
"46666",1
"46667",2
"46668",10
"46669",19
"46670",11
"46671",10
"46672",10
"46673",4
"46674",4
"46675",2
"46676",20
"46677",2
"46678",18
"46679",13
"46680",3
"46681",2
"46682",4
"46683",2
"46684",20
"46685",9
"46686",4
"46687",10
"46688",5
"46689",12
"46690",4
"46691",4
"46692",4
"46693",18
"46694",9
"46695",18
"46696",4
"46697",12
"46698",6
"46699",12
"46700",16
"46701",12
"46702",4
"46703",18
"46704",4
"46705",4
"46706",16
"46707",9
"46708",16
"46709",9
"46710",12
"46711",4
"46712",10
"46713",4
"46714",12
"46715",18
"46716",17
"46717",4
"46718",2
"46719",20
"46720",4
"46721",17
"46722",16
"46723",2
"46724",4
"46725",11
"46726",10
"46727",16
"46728",4
"46729",6
"46730",1
"46731",4
"46732",4
"46733",7
"46734",14
"46735",4
"46736",4
"46737",2
"46738",20
"46739",9
"46740",4
"46741",11
"46742",2
"46743",3
"46744",17
"46745",4
"46746",10
"46747",6
"46748",10
"46749",6
"46750",10
"46751",4
"46752",2
"46753",4
"46754",4
"46755",10
"46756",4
"46757",2
"46758",13
"46759",12
"46760",20
"46761",4
"46762",4
"46763",1
"46764",8
"46765",1
"46766",9
"46767",10
"46768",4
"46769",4
"46770",2
"46771",3
"46772",18
"46773",4
"46774",19
"46775",19
"46776",12
"46777",4
"46778",4
"46779",4
"46780",11
"46781",19
"46782",10
"46783",12
"46784",16
"46785",14
"46786",4
"46787",6
"46788",4
"46789",10
"46790",4
"46791",19
"46792",10
"46793",4
"46794",7
"46795",17
"46796",4
"46797",7
"46798",10
"46799",17
"46800",10
"46801",10
"46802",4
"46803",4
"46804",12
"46805",12
"46806",12
"46807",12
"46808",2
"46809",6
"46810",4
"46811",4
"46812",6
"46813",6
"46814",4
"46815",16
"46816",13
"46817",16
"46818",4
"46819",19
"46820",3
"46821",10
"46822",2
"46823",19
"46824",4
"46825",4
"46826",4
"46827",12
"46828",2
"46829",9
"46830",16
"46831",10
"46832",12
"46833",4
"46834",2
"46835",4
"46836",2
"46837",2
"46838",12
"46839",10
"46840",10
"46841",13
"46842",16
"46843",19
"46844",6
"46845",4
"46846",4
"46847",16
"46848",16
"46849",4
"46850",16
"46851",12
"46852",13
"46853",2
"46854",7
"46855",4
"46856",4
"46857",16
"46858",10
"46859",19
"46860",4
"46861",13
"46862",4
"46863",12
"46864",4
"46865",10
"46866",4
"46867",12
"46868",1
"46869",15
"46870",19
"46871",7
"46872",12
"46873",4
"46874",17
"46875",10
"46876",8
"46877",12
"46878",10
"46879",1
"46880",11
"46881",4
"46882",4
"46883",1
"46884",19
"46885",19
"46886",7
"46887",4
"46888",4
"46889",1
"46890",10
"46891",9
"46892",2
"46893",4
"46894",4
"46895",16
"46896",5
"46897",4
"46898",4
"46899",4
"46900",12
"46901",4
"46902",17
"46903",4
"46904",4
"46905",16
"46906",7
"46907",16
"46908",3
"46909",12
"46910",16
"46911",10
"46912",9
"46913",6
"46914",4
"46915",16
"46916",16
"46917",9
"46918",16
"46919",2
"46920",4
"46921",13
"46922",4
"46923",10
"46924",10
"46925",7
"46926",16
"46927",14
"46928",12
"46929",1
"46930",19
"46931",8
"46932",13
"46933",16
"46934",5
"46935",12
"46936",9
"46937",16
"46938",12
"46939",12
"46940",2
"46941",12
"46942",17
"46943",4
"46944",20
"46945",4
"46946",16
"46947",4
"46948",4
"46949",12
"46950",2
"46951",4
"46952",13
"46953",19
"46954",5
"46955",10
"46956",12
"46957",19
"46958",14
"46959",18
"46960",16
"46961",4
"46962",4
"46963",10
"46964",16
"46965",4
"46966",4
"46967",7
"46968",6
"46969",4
"46970",10
"46971",16
"46972",10
"46973",4
"46974",7
"46975",19
"46976",16
"46977",4
"46978",3
"46979",4
"46980",4
"46981",4
"46982",10
"46983",2
"46984",12
"46985",2
"46986",4
"46987",10
"46988",4
"46989",10
"46990",4
"46991",4
"46992",2
"46993",16
"46994",4
"46995",4
"46996",12
"46997",4
"46998",16
"46999",19
"47000",12
"47001",17
"47002",18
"47003",16
"47004",4
"47005",2
"47006",4
"47007",1
"47008",4
"47009",10
"47010",13
"47011",1
"47012",16
"47013",7
"47014",4
"47015",13
"47016",4
"47017",12
"47018",4
"47019",4
"47020",4
"47021",7
"47022",4
"47023",2
"47024",2
"47025",6
"47026",13
"47027",13
"47028",20
"47029",16
"47030",19
"47031",19
"47032",16
"47033",12
"47034",4
"47035",12
"47036",17
"47037",4
"47038",4
"47039",18
"47040",19
"47041",12
"47042",4
"47043",10
"47044",7
"47045",9
"47046",4
"47047",16
"47048",4
"47049",10
"47050",2
"47051",2
"47052",10
"47053",11
"47054",16
"47055",10
"47056",20
"47057",4
"47058",2
"47059",12
"47060",12
"47061",1
"47062",16
"47063",17
"47064",14
"47065",13
"47066",4
"47067",5
"47068",14
"47069",4
"47070",4
"47071",4
"47072",7
"47073",2
"47074",12
"47075",8
"47076",4
"47077",4
"47078",12
"47079",2
"47080",2
"47081",10
"47082",4
"47083",2
"47084",16
"47085",7
"47086",12
"47087",4
"47088",10
"47089",9
"47090",1
"47091",10
"47092",8
"47093",8
"47094",1
"47095",12
"47096",16
"47097",4
"47098",13
"47099",10
"47100",4
"47101",16
"47102",2
"47103",10
"47104",19
"47105",17
"47106",9
"47107",4
"47108",10
"47109",16
"47110",19
"47111",4
"47112",4
"47113",4
"47114",10
"47115",4
"47116",4
"47117",12
"47118",14
"47119",4
"47120",10
"47121",14
"47122",19
"47123",4
"47124",4
"47125",4
"47126",4
"47127",12
"47128",12
"47129",4
"47130",4
"47131",10
"47132",2
"47133",20
"47134",13
"47135",11
"47136",4
"47137",9
"47138",4
"47139",19
"47140",2
"47141",10
"47142",2
"47143",4
"47144",18
"47145",1
"47146",9
"47147",7
"47148",2
"47149",8
"47150",4
"47151",4
"47152",14
"47153",12
"47154",2
"47155",8
"47156",4
"47157",6
"47158",4
"47159",4
"47160",12
"47161",19
"47162",2
"47163",14
"47164",10
"47165",10
"47166",14
"47167",4
"47168",4
"47169",12
"47170",4
"47171",16
"47172",5
"47173",6
"47174",2
"47175",19
"47176",4
"47177",4
"47178",16
"47179",4
"47180",11
"47181",10
"47182",13
"47183",4
"47184",4
"47185",9
"47186",10
"47187",9
"47188",4
"47189",12
"47190",5
"47191",9
"47192",4
"47193",4
"47194",2
"47195",4
"47196",17
"47197",2
"47198",4
"47199",10
"47200",4
"47201",4
"47202",10
"47203",12
"47204",10
"47205",8
"47206",4
"47207",4
"47208",19
"47209",5
"47210",2
"47211",12
"47212",4
"47213",4
"47214",4
"47215",19
"47216",16
"47217",2
"47218",12
"47219",16
"47220",2
"47221",16
"47222",10
"47223",12
"47224",12
"47225",4
"47226",19
"47227",2
"47228",7
"47229",2
"47230",4
"47231",11
"47232",12
"47233",16
"47234",4
"47235",17
"47236",3
"47237",15
"47238",4
"47239",4
"47240",12
"47241",1
"47242",10
"47243",1
"47244",20
"47245",12
"47246",12
"47247",4
"47248",4
"47249",2
"47250",19
"47251",16
"47252",4
"47253",2
"47254",10
"47255",4
"47256",5
"47257",7
"47258",19
"47259",7
"47260",10
"47261",10
"47262",4
"47263",4
"47264",7
"47265",12
"47266",19
"47267",17
"47268",20
"47269",4
"47270",18
"47271",4
"47272",4
"47273",4
"47274",12
"47275",4
"47276",11
"47277",2
"47278",4
"47279",16
"47280",7
"47281",17
"47282",4
"47283",2
"47284",14
"47285",4
"47286",16
"47287",4
"47288",19
"47289",4
"47290",5
"47291",9
"47292",4
"47293",11
"47294",19
"47295",4
"47296",4
"47297",9
"47298",12
"47299",4
"47300",2
"47301",8
"47302",17
"47303",4
"47304",12
"47305",4
"47306",19
"47307",12
"47308",9
"47309",16
"47310",10
"47311",12
"47312",4
"47313",4
"47314",11
"47315",4
"47316",12
"47317",19
"47318",16
"47319",19
"47320",4
"47321",16
"47322",4
"47323",12
"47324",2
"47325",17
"47326",4
"47327",8
"47328",19
"47329",4
"47330",9
"47331",4
"47332",2
"47333",5
"47334",4
"47335",1
"47336",16
"47337",16
"47338",4
"47339",4
"47340",2
"47341",20
"47342",2
"47343",19
"47344",4
"47345",7
"47346",12
"47347",4
"47348",16
"47349",2
"47350",8
"47351",4
"47352",4
"47353",5
"47354",6
"47355",12
"47356",4
"47357",2
"47358",4
"47359",4
"47360",10
"47361",16
"47362",20
"47363",4
"47364",4
"47365",16
"47366",4
"47367",2
"47368",16
"47369",4
"47370",9
"47371",19
"47372",5
"47373",12
"47374",13
"47375",12
"47376",4
"47377",4
"47378",10
"47379",4
"47380",4
"47381",10
"47382",4
"47383",9
"47384",7
"47385",12
"47386",4
"47387",10
"47388",4
"47389",9
"47390",12
"47391",16
"47392",19
"47393",2
"47394",4
"47395",9
"47396",16
"47397",4
"47398",4
"47399",2
"47400",2
"47401",10
"47402",12
"47403",4
"47404",4
"47405",16
"47406",4
"47407",4
"47408",4
"47409",12
"47410",10
"47411",6
"47412",4
"47413",11
"47414",2
"47415",14
"47416",2
"47417",10
"47418",8
"47419",13
"47420",10
"47421",7
"47422",1
"47423",8
"47424",14
"47425",2
"47426",12
"47427",6
"47428",16
"47429",7
"47430",19
"47431",2
"47432",12
"47433",17
"47434",19
"47435",7
"47436",4
"47437",12
"47438",19
"47439",12
"47440",10
"47441",12
"47442",4
"47443",4
"47444",8
"47445",12
"47446",7
"47447",7
"47448",12
"47449",4
"47450",4
"47451",4
"47452",4
"47453",13
"47454",9
"47455",15
"47456",16
"47457",12
"47458",4
"47459",2
"47460",16
"47461",17
"47462",4
"47463",4
"47464",16
"47465",4
"47466",6
"47467",4
"47468",4
"47469",9
"47470",10
"47471",4
"47472",4
"47473",17
"47474",4
"47475",19
"47476",4
"47477",12
"47478",16
"47479",4
"47480",12
"47481",10
"47482",17
"47483",4
"47484",4
"47485",4
"47486",4
"47487",16
"47488",4
"47489",10
"47490",18
"47491",7
"47492",13
"47493",4
"47494",17
"47495",13
"47496",4
"47497",4
"47498",16
"47499",2
"47500",15
"47501",4
"47502",6
"47503",9
"47504",4
"47505",12
"47506",16
"47507",17
"47508",4
"47509",12
"47510",9
"47511",19
"47512",19
"47513",3
"47514",2
"47515",12
"47516",13
"47517",4
"47518",14
"47519",15
"47520",19
"47521",18
"47522",7
"47523",4
"47524",16
"47525",4
"47526",4
"47527",9
"47528",17
"47529",4
"47530",2
"47531",17
"47532",4
"47533",10
"47534",7
"47535",10
"47536",16
"47537",2
"47538",5
"47539",4
"47540",4
"47541",4
"47542",14
"47543",2
"47544",9
"47545",4
"47546",3
"47547",20
"47548",12
"47549",4
"47550",16
"47551",2
"47552",2
"47553",19
"47554",4
"47555",6
"47556",6
"47557",19
"47558",12
"47559",12
"47560",2
"47561",7
"47562",5
"47563",16
"47564",12
"47565",10
"47566",16
"47567",4
"47568",12
"47569",2
"47570",4
"47571",4
"47572",2
"47573",6
"47574",10
"47575",7
"47576",4
"47577",12
"47578",6
"47579",4
"47580",12
"47581",4
"47582",4
"47583",9
"47584",20
"47585",4
"47586",20
"47587",9
"47588",16
"47589",4
"47590",17
"47591",11
"47592",10
"47593",1
"47594",19
"47595",6
"47596",9
"47597",4
"47598",8
"47599",9
"47600",12
"47601",15
"47602",4
"47603",4
"47604",20
"47605",7
"47606",4
"47607",17
"47608",7
"47609",2
"47610",6
"47611",4
"47612",4
"47613",19
"47614",17
"47615",20
"47616",20
"47617",16
"47618",2
"47619",16
"47620",13
"47621",1
"47622",4
"47623",12
"47624",8
"47625",2
"47626",4
"47627",16
"47628",2
"47629",12
"47630",19
"47631",4
"47632",19
"47633",7
"47634",4
"47635",13
"47636",4
"47637",5
"47638",11
"47639",7
"47640",4
"47641",10
"47642",16
"47643",19
"47644",4
"47645",4
"47646",4
"47647",12
"47648",20
"47649",6
"47650",10
"47651",12
"47652",4
"47653",16
"47654",12
"47655",6
"47656",9
"47657",12
"47658",10
"47659",4
"47660",4
"47661",10
"47662",16
"47663",4
"47664",4
"47665",4
"47666",12
"47667",14
"47668",4
"47669",4
"47670",12
"47671",5
"47672",6
"47673",12
"47674",19
"47675",12
"47676",4
"47677",4
"47678",2
"47679",12
"47680",4
"47681",1
"47682",2
"47683",9
"47684",16
"47685",2
"47686",8
"47687",19
"47688",8
"47689",19
"47690",4
"47691",2
"47692",4
"47693",12
"47694",7
"47695",16
"47696",19
"47697",4
"47698",12
"47699",13
"47700",3
"47701",4
"47702",4
"47703",4
"47704",4
"47705",12
"47706",2
"47707",2
"47708",12
"47709",12
"47710",4
"47711",12
"47712",14
"47713",3
"47714",12
"47715",4
"47716",10
"47717",4
"47718",2
"47719",2
"47720",4
"47721",2
"47722",13
"47723",19
"47724",4
"47725",2
"47726",4
"47727",4
"47728",4
"47729",6
"47730",7
"47731",4
"47732",10
"47733",4
"47734",4
"47735",4
"47736",19
"47737",6
"47738",4
"47739",4
"47740",10
"47741",4
"47742",7
"47743",10
"47744",2
"47745",5
"47746",16
"47747",4
"47748",4
"47749",4
"47750",4
"47751",4
"47752",13
"47753",4
"47754",11
"47755",12
"47756",9
"47757",12
"47758",4
"47759",4
"47760",4
"47761",4
"47762",7
"47763",11
"47764",19
"47765",12
"47766",17
"47767",20
"47768",2
"47769",19
"47770",20
"47771",4
"47772",4
"47773",15
"47774",12
"47775",12
"47776",12
"47777",4
"47778",10
"47779",7
"47780",12
"47781",4
"47782",4
"47783",4
"47784",4
"47785",6
"47786",4
"47787",17
"47788",14
"47789",4
"47790",10
"47791",16
"47792",1
"47793",2
"47794",20
"47795",4
"47796",16
"47797",8
"47798",4
"47799",6
"47800",4
"47801",2
"47802",4
"47803",20
"47804",2
"47805",12
"47806",2
"47807",2
"47808",12
"47809",16
"47810",4
"47811",17
"47812",4
"47813",3
"47814",2
"47815",4
"47816",12
"47817",9
"47818",19
"47819",17
"47820",7
"47821",16
"47822",1
"47823",12
"47824",8
"47825",9
"47826",13
"47827",4
"47828",9
"47829",16
"47830",4
"47831",1
"47832",16
"47833",4
"47834",3
"47835",12
"47836",7
"47837",10
"47838",7
"47839",4
"47840",4
"47841",6
"47842",4
"47843",12
"47844",4
"47845",12
"47846",4
"47847",4
"47848",12
"47849",10
"47850",12
"47851",7
"47852",10
"47853",10
"47854",4
"47855",7
"47856",4
"47857",4
"47858",19
"47859",13
"47860",2
"47861",2
"47862",6
"47863",4
"47864",13
"47865",16
"47866",4
"47867",4
"47868",4
"47869",12
"47870",7
"47871",16
"47872",5
"47873",12
"47874",16
"47875",4
"47876",17
"47877",6
"47878",7
"47879",10
"47880",4
"47881",4
"47882",14
"47883",4
"47884",13
"47885",10
"47886",16
"47887",2
"47888",4
"47889",19
"47890",19
"47891",16
"47892",10
"47893",4
"47894",16
"47895",10
"47896",4
"47897",2
"47898",4
"47899",6
"47900",12
"47901",8
"47902",17
"47903",11
"47904",12
"47905",20
"47906",4
"47907",19
"47908",13
"47909",4
"47910",17
"47911",6
"47912",6
"47913",4
"47914",7
"47915",16
"47916",4
"47917",10
"47918",4
"47919",16
"47920",17
"47921",4
"47922",4
"47923",4
"47924",2
"47925",16
"47926",5
"47927",12
"47928",2
"47929",10
"47930",12
"47931",4
"47932",4
"47933",2
"47934",19
"47935",6
"47936",4
"47937",12
"47938",4
"47939",17
"47940",12
"47941",13
"47942",15
"47943",4
"47944",4
"47945",13
"47946",5
"47947",4
"47948",20
"47949",4
"47950",10
"47951",4
"47952",5
"47953",10
"47954",2
"47955",2
"47956",9
"47957",9
"47958",4
"47959",20
"47960",2
"47961",7
"47962",12
"47963",4
"47964",13
"47965",10
"47966",10
"47967",6
"47968",12
"47969",13
"47970",16
"47971",19
"47972",10
"47973",16
"47974",6
"47975",2
"47976",4
"47977",19
"47978",12
"47979",6
"47980",4
"47981",2
"47982",4
"47983",2
"47984",19
"47985",9
"47986",4
"47987",11
"47988",10
"47989",2
"47990",12
"47991",17
"47992",2
"47993",17
"47994",11
"47995",10
"47996",9
"47997",19
"47998",16
"47999",4
"48000",2
"48001",4
"48002",4
"48003",12
"48004",11
"48005",10
"48006",10
"48007",7
"48008",10
"48009",4
"48010",2
"48011",5
"48012",4
"48013",12
"48014",10
"48015",16
"48016",10
"48017",4
"48018",19
"48019",4
"48020",4
"48021",12
"48022",19
"48023",5
"48024",19
"48025",4
"48026",12
"48027",4
"48028",4
"48029",12
"48030",19
"48031",4
"48032",16
"48033",3
"48034",18
"48035",4
"48036",8
"48037",6
"48038",17
"48039",4
"48040",4
"48041",12
"48042",6
"48043",4
"48044",12
"48045",2
"48046",12
"48047",10
"48048",16
"48049",2
"48050",4
"48051",2
"48052",4
"48053",2
"48054",2
"48055",2
"48056",12
"48057",4
"48058",4
"48059",17
"48060",5
"48061",18
"48062",12
"48063",2
"48064",4
"48065",12
"48066",14
"48067",2
"48068",10
"48069",4
"48070",3
"48071",12
"48072",19
"48073",2
"48074",16
"48075",1
"48076",13
"48077",9
"48078",5
"48079",4
"48080",7
"48081",8
"48082",19
"48083",12
"48084",8
"48085",9
"48086",13
"48087",19
"48088",12
"48089",10
"48090",4
"48091",10
"48092",13
"48093",17
"48094",4
"48095",4
"48096",20
"48097",19
"48098",12
"48099",20
"48100",4
"48101",11
"48102",13
"48103",4
"48104",4
"48105",2
"48106",3
"48107",16
"48108",7
"48109",16
"48110",7
"48111",4
"48112",5
"48113",7
"48114",4
"48115",12
"48116",16
"48117",13
"48118",17
"48119",4
"48120",4
"48121",6
"48122",19
"48123",2
"48124",12
"48125",17
"48126",4
"48127",12
"48128",4
"48129",4
"48130",16
"48131",18
"48132",4
"48133",4
"48134",12
"48135",4
"48136",16
"48137",17
"48138",7
"48139",16
"48140",18
"48141",6
"48142",4
"48143",11
"48144",1
"48145",2
"48146",12
"48147",10
"48148",11
"48149",11
"48150",2
"48151",4
"48152",6
"48153",12
"48154",4
"48155",10
"48156",9
"48157",4
"48158",2
"48159",7
"48160",4
"48161",7
"48162",12
"48163",4
"48164",12
"48165",4
"48166",4
"48167",20
"48168",4
"48169",2
"48170",4
"48171",4
"48172",6
"48173",4
"48174",5
"48175",2
"48176",4
"48177",12
"48178",4
"48179",6
"48180",4
"48181",10
"48182",4
"48183",4
"48184",10
"48185",2
"48186",10
"48187",12
"48188",16
"48189",4
"48190",17
"48191",10
"48192",4
"48193",6
"48194",4
"48195",4
"48196",10
"48197",16
"48198",19
"48199",8
"48200",12
"48201",4
"48202",8
"48203",2
"48204",3
"48205",7
"48206",10
"48207",18
"48208",2
"48209",4
"48210",4
"48211",5
"48212",8
"48213",2
"48214",5
"48215",4
"48216",12
"48217",4
"48218",19
"48219",16
"48220",12
"48221",10
"48222",4
"48223",19
"48224",12
"48225",16
"48226",4
"48227",10
"48228",16
"48229",19
"48230",20
"48231",17
"48232",12
"48233",17
"48234",4
"48235",2
"48236",4
"48237",18
"48238",4
"48239",9
"48240",10
"48241",4
"48242",19
"48243",7
"48244",12
"48245",17
"48246",2
"48247",5
"48248",4
"48249",8
"48250",19
"48251",4
"48252",4
"48253",6
"48254",4
"48255",4
"48256",2
"48257",16
"48258",17
"48259",4
"48260",10
"48261",5
"48262",4
"48263",19
"48264",10
"48265",10
"48266",12
"48267",4
"48268",13
"48269",10
"48270",4
"48271",12
"48272",2
"48273",7
"48274",4
"48275",12
"48276",12
"48277",4
"48278",18
"48279",4
"48280",4
"48281",10
"48282",10
"48283",2
"48284",19
"48285",5
"48286",12
"48287",2
"48288",4
"48289",16
"48290",11
"48291",4
"48292",19
"48293",20
"48294",5
"48295",5
"48296",6
"48297",9
"48298",18
"48299",9
"48300",11
"48301",2
"48302",4
"48303",16
"48304",4
"48305",4
"48306",2
"48307",7
"48308",4
"48309",4
"48310",9
"48311",1
"48312",6
"48313",4
"48314",4
"48315",10
"48316",5
"48317",19
"48318",10
"48319",12
"48320",4
"48321",9
"48322",4
"48323",19
"48324",16
"48325",2
"48326",12
"48327",19
"48328",4
"48329",5
"48330",2
"48331",16
"48332",6
"48333",14
"48334",4
"48335",9
"48336",2
"48337",5
"48338",12
"48339",12
"48340",12
"48341",4
"48342",4
"48343",12
"48344",4
"48345",4
"48346",4
"48347",2
"48348",13
"48349",16
"48350",16
"48351",6
"48352",4
"48353",5
"48354",16
"48355",4
"48356",4
"48357",12
"48358",4
"48359",17
"48360",4
"48361",20
"48362",4
"48363",19
"48364",16
"48365",15
"48366",4
"48367",19
"48368",12
"48369",9
"48370",16
"48371",16
"48372",17
"48373",4
"48374",2
"48375",10
"48376",18
"48377",12
"48378",3
"48379",4
"48380",16
"48381",4
"48382",4
"48383",9
"48384",6
"48385",13
"48386",6
"48387",4
"48388",4
"48389",7
"48390",4
"48391",4
"48392",17
"48393",8
"48394",10
"48395",11
"48396",9
"48397",6
"48398",12
"48399",8
"48400",13
"48401",19
"48402",20
"48403",9
"48404",4
"48405",12
"48406",20
"48407",10
"48408",4
"48409",6
"48410",4
"48411",13
"48412",1
"48413",4
"48414",19
"48415",6
"48416",6
"48417",20
"48418",4
"48419",7
"48420",4
"48421",4
"48422",8
"48423",12
"48424",4
"48425",16
"48426",12
"48427",10
"48428",4
"48429",16
"48430",19
"48431",4
"48432",10
"48433",13
"48434",1
"48435",2
"48436",4
"48437",6
"48438",4
"48439",16
"48440",12
"48441",7
"48442",19
"48443",4
"48444",4
"48445",4
"48446",9
"48447",20
"48448",4
"48449",8
"48450",12
"48451",7
"48452",4
"48453",12
"48454",20
"48455",2
"48456",16
"48457",5
"48458",2
"48459",9
"48460",12
"48461",10
"48462",20
"48463",7
"48464",16
"48465",12
"48466",2
"48467",10
"48468",6
"48469",13
"48470",7
"48471",2
"48472",2
"48473",12
"48474",7
"48475",10
"48476",2
"48477",4
"48478",9
"48479",7
"48480",4
"48481",2
"48482",19
"48483",4
"48484",4
"48485",4
"48486",13
"48487",18
"48488",12
"48489",7
"48490",4
"48491",4
"48492",12
"48493",17
"48494",19
"48495",11
"48496",12
"48497",10
"48498",18
"48499",4
"48500",15
"48501",9
"48502",10
"48503",12
"48504",1
"48505",7
"48506",13
"48507",4
"48508",10
"48509",4
"48510",2
"48511",9
"48512",9
"48513",17
"48514",8
"48515",6
"48516",16
"48517",4
"48518",4
"48519",16
"48520",4
"48521",4
"48522",1
"48523",4
"48524",12
"48525",2
"48526",12
"48527",14
"48528",10
"48529",10
"48530",17
"48531",2
"48532",5
"48533",4
"48534",4
"48535",4
"48536",2
"48537",4
"48538",19
"48539",5
"48540",12
"48541",10
"48542",4
"48543",12
"48544",12
